Num found not 1, instead 4. groupID: , artifact: hamcrest-all, version:  in file hamcrest-all-1.3.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.9.v20150224.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.10.v20130312.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.1.1.v20100517.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.7.v20160115.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.4.2.v20110526.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.4.v20120524.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.3.v20140905.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.0.0.v20110901.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.14.v20131031.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.3.v20130506.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.18.v20150929.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.0.RC1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.0.RC2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.0.0.M1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.7.v20150116.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.17.v20150415.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.4.RC1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.0.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.0.RC2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.0.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.3.v20120416.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.0.RC1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.9.v20130131.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.0.v20120127.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.11.v20160721.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.0.RC4.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.0.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.1.v20120215.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.11.v20150529.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.0.RC1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.0.M2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.10.v20160621.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.0.0.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.8.v20150217.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.2.v20120308.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.1.4.v20100610.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.16.v20140903.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.0.v20150612.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.10.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.7.RC1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.0.2.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.1.v20110908.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.2.v20111006.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.0.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.3.v20111011.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.11.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.3.1.v20110307.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.0.0.M2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.16.v20160414.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.12.v20150709.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.4.v20141103.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.4.0.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.1.0.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.0.4.v20130625.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.15.v20140411.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.9.v20130131.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.3.v20120416.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.5.v20120716.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.0.0.M2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.17.v20150415.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.10.v20130312.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.0.0.RC2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.1.2.v20100523.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.0.RC5.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.5.0.RC2.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.0.M0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.0.1.v20110908.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.12.v20130726.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.1.0.v20100505.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-7.6.4.v20120524.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.2.14.v20151106.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.0.M1.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.1.4.v20140401.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.1.0.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.1.v20150714.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-9.3.8.RC0.pom
Num found not 1, instead 332. groupID: , artifact: jetty-webapp, version:  in file jetty-webapp-8.1.14.v20131031.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.3.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.6.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.2.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.7.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.1.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.9.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.4.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.3.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.8.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.3.1.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.2.2.pom
Num found not 1, instead 71. groupID: , artifact: xstream, version:  in file xstream-1.4.5.pom
Num found not 1, instead 141. groupID: com.sun.xml.bind, artifact: jaxb-impl, version:  in file jaxb-impl-2.2.11.pom
Num found not 1, instead 141. groupID: com.sun.xml.bind, artifact: jaxb-impl, version:  in file jaxb-impl-2.2.10-b140310.1920.pom
Num found not 1, instead 141. groupID: com.sun.xml.bind, artifact: jaxb-impl, version:  in file jaxb-impl-2.2.10.pom
Num found not 1, instead 141. groupID: com.sun.xml.bind, artifact: jaxb-impl, version:  in file jaxb-impl-2.2.10-b140802.1033.pom
Num found not 1, instead 2. groupID: , artifact: commons-compress, version: 1.0 in file commons-compress-1.0.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.1-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.5-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.0.CR1.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.6-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.8.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.Beta1.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.0.GA.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-Beta-3.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.9.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.3-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.2-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.2.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.0.CR2.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.0.SP1.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.1.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.CR1.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.3.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.6.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.7.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.Beta3.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.Beta4.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.CR2.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.4-Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-CR-1.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-Beta-2.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.10.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-Beta-4.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.2.GA.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.5.0-CR-2.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.5.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.4.Final.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.3.1.GA.pom
Num found not 1, instead 153. groupID: org.hibernate, artifact: hibernate-core, version:  in file hibernate-core-3.6.0.Beta2.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.4.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta3.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.6.1.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.1.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.2.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.6.2.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta1.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.6.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.4.1.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-alpha1.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0-rc1.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta6.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.3.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.5.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0-beta7.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta4.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0.2.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta5.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0-beta9.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-alpha2.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0-beta8.pom
Num found not 1, instead 29. groupID: org.apache.logging.log4j, artifact: log4j-core, version:  in file log4j-core-2.0-beta2.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0-rc2.pom
Num found not 1, instead 30. groupID: , artifact: log4j-core, version:  in file log4j-core-2.0.1.pom
Num found not 1, instead 116. groupID: , artifact: gson, version:  in file gson-2.7.pom
Num found not 1, instead 116. groupID: , artifact: gson, version:  in file gson-2.6.pom
Num found not 1, instead 116. groupID: , artifact: gson, version:  in file gson-2.6.2.pom
Num found not 1, instead 116. groupID: , artifact: gson, version:  in file gson-2.6.1.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.6.v20160112.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.3.v20130506.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.17.v20160517.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.0.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.7.v20120910.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.5.v20120716.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.0.RC4.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.0.v20131115.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.10.v20130312.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.1.6.v20100715.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.14.v20131031.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.9.v20130131.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.15.v20140411.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.1.5.v20100705.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.0.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.12.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.4.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.0.RC2.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.11.v20150529.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.2.v20150730.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.0.4.v20111024.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.7.RC1.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.19.v20160209.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.2.0.v20101020.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.0.v20120127.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.0.0.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.19.v20160209.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.9.v20130131.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.0.1.v20110908.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.10.v20130312.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.12.v20130726.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.0.v20120127.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.9.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.1.v20120215.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.2.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.12.v20150709.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.M2.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.9.v20150224.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.11.v20130520.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.6.v20141205.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.0.RC2.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.0.v20140526.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.2.2.v20101205.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.RC6.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.12.v20130726.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.2.v20140210.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.2.v20100331.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.1.2.v20100523.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.0.RC1.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.6.v20151106.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.2.v20140723.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.9.v20160517.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.0.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.7.v20131107.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.4.v20120524.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.1.0.v20100505.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.0.RC1.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.7.v20160115.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.4.v20130625.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.RC3.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.6.0.RC3.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.5.1.v20110908.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.3.v20140905.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.2.v20130417.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.11.v20130520.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.1.v20091125.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.RC2.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.4.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.RC4.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.0.0.M3.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.7.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.0.RC0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.11.M0.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.M4.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.5.v20151012.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.18.v20150929.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.16.v20140903.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.4.0.v20110414.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.4.4.v20110707.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.2.4.v20141103.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.11.v20160721.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.0.0.M4.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.15.v20140411.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.3.8.v20160314.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.0.0.v20091005.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.5.4.v20111024.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.4.3.v20110701.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-9.1.5.v20140505.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-8.1.0.RC5.pom
Num found not 1, instead 336. groupID: , artifact: jetty-servlet, version:  in file jetty-servlet-7.1.4.v20100610.pom
